Unique_ID,Last Updated,Member,Party,Home State,District,Meeting Type,Date,Time,Time Zone,Location,Street Address,City,State,Zip,Notes
641,,Tom Emmer,Republican,Minnesota,MN-6,Town Hall,"Wed, February 22, 2017",7:00 PM,CST,Sartell City Hall,125 Pine Cone Rd. N,Sartell,MN,56377,
642,,Betty McCollum,Democratic,Minnesota,MN-04,Town Hall,"Thu, February 23, 2017",4:00 PM - 5:00 PM,"CST
","University of St. Thomas - James Woulfe Alumni Hall, 3rd Floor",2115 Summit Ave,St. Paul,MN,55105,Town Hall on Climate Change
643,,Betty McCollum,Democratic,Minnesota,MN-04,Town Hall,"Fri, February 24, 2017",10:00 - 11:00 AM,"CST
","Hallie Q. Brown Community Center, Canteen Room",270 N. Kent St.,St. Paul,MN,55102,Town Hall on Health Care and Social Security
644,,Al Franken,Democratic,Minnesota,Senate,Coffee,Every Wednesday Senate is in session,8:45 AM,EST,309 Hart Senate Bldg,309 Hart Senate Bldg,Washington,DC,,Breakfast with Al Franken: https://www.franken.senate.gov/?p=breakfast
645,,Roger Wicker,Republican,Mississippi,Senate,Coffee,Every Tuesday,8:30 AM,EST,TBD, ,Washington,DC,,Sen. Wicker meets Mississippians in D.C. every Tuesday a.m. for coffee. Email for location: coffee@wicker.senate.gov
646,,Vicky Hartzler,Republican,Missouri,MO-04,Office Hours,"Fri, February 17, 2017",9:30 AM,CST,Boone County Mobile Office Hours,109 N. Main Street,Ashland,MO,65010,
647,,Maggie Hassan,Democratic,New Hampshire,Senate,Office Hours,"Fri, February 17, 2017",1:00 PM,EST,Franklin City Hall,316 Central St.,Franklin,NH,3235,The Senator�۪s Constituent Services and Policy staff will be available to discuss any issue or concern local residents may have with federal agencies.
648,,Frank Pallone,Democratic,New Jersey,NJ-6,Town Hall,"Sat, February 18, 2017",2:15 PM,EST,West Side Community Center,115 Dewitt Ave.,Asbury Park,NJ,7712,
649,,Leonard Lance,Republican,New Jersey,NJ-7,Town Hall,"Wed, February 22, 2017",7:00 PM,EST,"Raritan Valley Community College, Edward Nash Theater",118 Lamington Rd.,Branchburg,NJ,8876,"The event is free and open to NJ-07 residents only. To help ensure seating, RSVPs are requested via Lance�۪s website at lance.house.gov/townhallrsvp."
650,,Donald Norcross,Democratic,New Jersey,NJ-1,Town Hall,"Thu, February 23, 2017",6:30 PM,EST,Oaklyn Municipal Bldg - Court Room,500 White Horse Pike,Oaklyn,NJ,8107,Register at http://www.camdencounty.com/events/town-hall-meeting-oaklyn or call 856-216-2119.
651,,Donald Norcross,Democratic,New Jersey,NJ-1,Town Hall,"Mon, March 6, 2017",6:30 PM,EST,Bellmawr Ballroom,29 Lewis Ave,Bellmawr,NJ,8031,Register at http://www.camdencounty.com/events/town-hall-meeting-bellmawr-0 or call 856-216-2119.
652,,Tom MacArthur,Republican,"New Jersey
",NJ-3,Tele-Town Hall,"Thu, February 23, 2017",7:00 PM,EST, , , , , ,"Ask the Congressman on WOBM 92.7. Call in 732-237-9626
"
653,,Paul Tonko,Democratic,New York,NY-20,Office Hours,"Fri, February 17, 2017",1:00 PM - 4:00 PM,EST,Saratoga Springs City Hall,474 Broadway,Saratoga Springs,NY,,Staff only. Rep. Tonko not in attendance
654,,Tom Reed,Republican,New York,NY-23,Town Hall,"Sat, February 18, 2017",9:15 AM,EST,North Harmony Senior Citizens Center,5377 Stow Ferry Rd.,Ashville,NY,14710,
655,,Tom Reed,Republican,New York,NY-23,Town Hall,"Sat, February 18, 2017",11:30 AM,EST,Pine Valley VFW Post #2522,7117 Route 83,Cherry Creek,NY,14723,
656,,Tom Reed,Republican,New York,NY-23,Town Hall,"Sat, February 18, 2017",1:45 PM,EST,Humphrey Fire Department,4591 Humphrey Rd.,Great Valley,NY,14741,
657,,Tom Reed,Republican,New York,NY-23,Town Hall,"Sat, February 18, 2017",4:00 PM,EST,Allen Town Hall,4949 Klein Rd.,Fillmore,NY,14735,
658,,Paul Tonko,Democratic,New York,NY-20,Town Hall,"Mon, February 20, 2017",5:30 PM - 8:00 PM,EST,Schenectady County Community College in the Carl B. Taylor Auditorium,78 Washington Ave,Schenectady,NY,12305,https://www.facebook.com/events/1407179042688668/
659,,Yvette Clarke,Democratic,New York,NY-9,Town Hall,"Wed, February 22, 2017",6:30 PM,EST,Union Temple,17 Eastern Parkway,Brooklyn,NY,11238,Public and Garage parking available at 1 Grand Army Plaza (entrance on St. Johns Place)
660,,Carolyn Maloney,Democratic,New York,NY-12,Town Hall,"Thu, March 30, 2017",7:30 PM - 8:30 PM,EST,All Souls Church,1157 Lexington Avenue,New York,NY,10075,
661,,Alma Adams,Democratic,North Carolina,NC-12,Office Hours,"Tue, February 21, 2017",9:00 AM,EST,Arts and Culture Center,109 South Old Statesville Rd,Huntersvile,NC,28078,District Office Hours - first and third Tuesday of every month
662,,David Rouzer,Republican,North Carolina,NC-07,Office Hours,"Tue, February 21, 2017",9:00 AM,EST,Fremont Town Hall,120 East Main Street,Fremont,NC,27839,Wayne Office Hours - first and third Tuesday of each month
663,,David Rouzer,Republican,North Carolina,NC-07,Office Hours,"Tue, February 21, 2017",1:00 PM,EST,Goldsboro Historic City Hall - Community Relations Conference Room,214 N Center St,Goldsboro,NC,27530,
664,,David Rouzer,Republican,North Carolina,NC-07,Office Hours,"Wed, March 1, 2017",9:00 AM,EST,Kenansville Agricultural Center,"165 Agriculture drive, Suite A",Kenansville,NC,28349,Duplin Office Hours - first Wednesday of each month
665,,David Rouzer,Republican,North Carolina,NC-07,Office Hours,"Wed, March 1, 2017",1:00 PM,EST,Clinton Town Hall,221 Lisbon St,Cinton,NC,28328,Sampson County Office Hours - First Wednesday of each month
666,,Richard Pittenger,Republican,North Carolina,NC-9,Office Hours,First and third Tuesday of each month,1:30 PM,EST,Elizabethtown Town Hall,805 West Broadt St,Elizabethtown,NC,,Staff only. Rep. Pittenger not in attendance.
667,,Kevin Cramer,Republican,North Dakota,ND-At Large,Town Hall,"Thu, February 23, 2017",1:00 PM,CST,Beans Coffee Bar,5675 26th Ave S,Fargo,ND,,
668,,Jim Jordan,Republican,Ohio,OH-04,Other,"Mon, February 20, 2017",10:30 AM - 11:30 AM,EST,Harding Home Presidential Site,380 Mt Vernon Ave,Marion,OH,43302,Rep. Jordan will visit the Harding Home to meet with the public and honor Warren G. Harding.
669,,Rob Portman,Republican,Ohio,Senate,Ticketed Event,"Wed, February 22, 2017",6:00 PM,EST,Terra State Community College,2830 Napoleon Road,Fremont,OH,43420,Fundraiser for Seneca County Republican Party.
670,,Pat Tiberi,Republican,Ohio,OH-12,Empty Chair Town Hall,"Wed, February 22, 2017",7:00 PM - 8:30 PM,EST,First Unitarian Universalist,93 West Weisheimer Road,Columbus,OH,43214,http://bit.ly/2lRbSVa
671,,Steve Chabot,Republican,Ohio,OH-1,Ticketed Event,"Thu, February 23, 2017",7:30 AM,EST,VFW Harrison,9160 Lawrenceburg Rd.,Harrison,OH,45030,Greater Harrison Chamber of Commerce Annual Breakfast - http://www.greaterharrisoncc.com/events/annual-breakfast/
672,,Marcia Fudge,Democratic,Ohio,OH-11,Town Hall,"Sat, February 25, 2017",10:00 AM,EST,Corporate College East Auditorium,4400 Richmond Road,Warrensville Heights,OH,44128,
673,,Sherrod Brown,Democratic,Ohio,Senate,Coffee,Every Thursday,8:30 AM,EST,Capitol Visitor Center,U.S. Capitol,Washington,DC,20002,Ohioans in D.C. can RSVP: https://www.brown.senate.gov/events/coffee/
674,,Rob Portman,Republican,Ohio,Senate,Coffee,Every Wednesday, ,EST,Call for info, ,Washington,DC, ,Ohio voters in D.C. call 202.224.3353 for coffee details.
675,,Ron Wyden,Democratic,Oregon,Senate,Town Hall,"Sat, February 18, 2017",9:30 AM,PST,"Oregon City High School gym
",19761 Beavercreek Rd,Oregon City,OR,,
676,,Ron Wyden,Democratic,Oregon,Senate,Town Hall,"Sat, February 18, 2017",5:00 PM,PST,Riley Creek School,94350 Sixth St,Gold Beach,OR,,
677,,Ron Wyden,Democratic,Oregon,Senate,Town Hall,"Sun, February 19, 2017",12:00 PM,PST,Marshfield High School auditorium,S 10th and Ingersoll St,Coos Bay,OR,,
678,,Ron Wyden,Democratic,Oregon,Senate,Town Hall,"Sun, February 19, 2017",4:30 PM,PST,Lane Community College - Main Campus Bldg,4000 East 30th Ave,Eugene,OR,,"Parking available in lots A, B, C - no permit required."
679,,Ron Wyden,Democratic,Oregon,Senate,Town Hall,"Mon, February 20, 2017",11:00 AM,PST,OSU - LaSells Stewart Center - Austin Auditorium,875 SW 26th St,Corvallis,OR,,Parking available in Reser Stadium Lot or Parking Structure at corner of 26th and Washington.
680,,Ron Wyden,Democratic,Oregon,Senate,Town Hall,"Mon, February 20, 2017",5:30 PM,PST,Sisters High School,1700 McKinney Butte Rd,Sisters,OR,,
681,,Ron Wyden,Democratic,Oregon,Senate,Town Hall,"Tue, February 21, 2017",12:30 PM,PST,Crook County High School auditorium,1100 SE Lynn Blvd,Prineville,OR,,
682,,"Kurt Schrader
",Democratic,Oregon,OR-05,Town Hall,"Tue, February 21, 2017",6:00 PM - 7:00 PM,PST,Alder Creek Middle School,13801 SE Webster Rd,Milwaukee,OR,97267,https://www.facebook.com/events/1044119025694405/
683,,Ron Wyden,Democratic,Oregon,Senate,Town Hall,"Wed, February 22, 2017",10:00 AM,PST,Madras Performing Arts Center,412 SE Buff St,Madras,OR,,
684,,"Kurt Schrader
",Democratic,Oregon,OR-05,Town Hall,"Wed, February 22, 2017",6:00 PM - 7:00 PM,PST,North Salem High School,765 14th St NE,Salem,OR,97301,https://www.facebook.com/events/1044119025694405/
685,,Ron Wyden,Democratic,Oregon,Senate,Town Hall,"Thu, February 23, 2017",9:45 AM,PST,Ashland High School Gym,201 S Mountain Ave,Ashland,OR,,Parking may fill quickly. Please consider using public transit and carpool.
686,,Ron Wyden,Democratic,Oregon,Senate,Town Hall,"Fri, February 24, 2017",11:30 AM,PST,Astoria High School auditorium,1001 W Marine Dr,Astoria,OR,,
687,,Ron Wyden,Democratic,Oregon,Senate,Town Hall,"Sat, February 25, 2017",12:00 PM,PST,"David Douglas High School
",1001 SE 135th Ave,Portland,OR,,Parking may fill quickly. Please consider using public transit and carpool.
688,,Peter DeFazio,Democratic,Oregon,OR-04,Town Hall,"Sat, February 25, 2017",11:00 AM - 12:00 PM,PST,"John G Shedd Institute for the Arts
",868 High St,Eugene,OR,97401,https://www.facebook.com/events/1885231691721614/
690,,Peter DeFazio,Democratic,Oregon,OR-04,Town Hall,"Sat, February 25, 2017",2:30 PM - 3:30 PM,PST,LaSells Stewart Center,875 SW 26th St,Corvallis,OR,97333,https://www.facebook.com/events/1845481809047017/
691,,Ryan Costello,Republican,Pennsylvania,PA-6,Tele-Town Hall,"Wed, February 22, 2017",2:00 PM,EST,Call-in,,,,,To register: https://costello.house.gov/contact/telephone-town-hall-district-verification
692,,Ryan Costello,Republican,Pennsylvania,PA-6,Tele-Town Hall,"Thu, February 23, 2017",7:00 PM,EST,Call-in,,,,,To register: https://costello.house.gov/contact/telephone-town-hall-district-verification
693,,Mike Kelly,Republican,Pennsylvania,PA-03,Tele-Town Hall,"Mon, February 27, 2017",7:15 PM,EST,Call-in,,,,,877-228-2184 - event ID 19013
694,,"Bob Casey, Jr.",Democratic,Pennsylvania,Senate,Coffee,"Thu, March 9, 2017",8:30 AM,EST,"Room 385, Russell Senate Office Building",2 Constitution Ave. NE,Washington,DC,20002,"Senator Casey hosts a coffee for constituents at his office in Washington, DC approximately once a month. If you would like to attend one of these coffees, RSVP online."
695,,"Bob Casey, Jr.",Democratic,Pennsylvania,Senate,Coffee,"Thu, April 6, 2017",8:30 AM,EST,"Room 385, Russell Senate Office Building",2 Constitution Ave. NE,Washington,DC,20002,"Senator Casey hosts a coffee for constituents at his office in Washington, DC approximately once a month. If you would like to attend one of these coffees, RSVP online."
696,,Tom Rice,Republican,South Carolina,SC-07,Town Hall,"Thu, February 23, 2017",6:00 PM,EST,Florence Public Library,509 S Dargan St,Florence,SC,29506,
697,,John Thune,Republican,South Dakota,Senate,Coffee,Every Wednesday, ,EST,TBD, ,Washington,DC, ,"Sen. John Thune, Sen. Mike Rounds, and Rep. Kristi Noem meet every Wed in D.C. Register here."
698,,Marsha Blackburn,Republican,Tennessee,TN-07,Town Hall,"Tue, February 21, 2017",3:30 PM,CST,Fairview City Hall,7100 City Center Way,Fairview,TN,37602,Please R.S.V.P. to City Recorder Brandy Johnson at recorder@fairview-tn.org.
699,,Jim Cooper,Democratic,Tennessee,TN-05,Other,"Fri, March 3, 2017",4:00 PM,CST,Nashville Office,605 Church St,Nashville,TN,37219,An informal talking session with Congressman Cooper
700,,Sheila Jackson Lee,Democratic,Texas,TX-18,Town Hall,"Fri, February 17, 2017",12:00 - 2:00 PM,CST,Hester House,2020 Solo St,Houston,TX,77020,
701,,Will Hurd,Republican,Texas,TX-23,Office Hours,"Thu, March 30, 2017",10:00 AM,CST,Fort Stockton Public Library,500 N Water St,Fort Stockton,TX,79735,
702,,Will Hurd,Republican,Texas,TX-23,Office Hours,"Thu, March 30, 2017",2:00 PM,CST,Terrell County Library,109 Hackberry Street,Sanderson,TX,79848,
703,,Will Hurd,Republican,Texas,TX-23,Office Hours,"Fri, March 31, 2017",10:00 AM,CST,"Sul Ross State University, Bryan Wildenthal Memorial Library
",400 North Harrison,Alpine,TX,79832,
704,,Will Hurd,Republican,Texas,TX-23,Office Hours,"Fri, March 31, 2017",1:30 PM,CST,Jeff Davis County Library,100 Memorial Square,Fort Davis,TX,79734,
705,,Will Hurd,Republican,Texas,TX-23,Office Hours,"Tue, April 4, 2017",9:00 AM,CST,Hondo Public Library,1011 19th St,Hondo,TX,78861,
706,,Will Hurd,Republican,Texas,TX-23,Office Hours,"Tue, April 4, 2017",12:00 PM,CST,El Progreso Memorial Library,301 W. Main St,Uvalde,TX,78801,
707,,Will Hurd,Republican,Texas,TX-23,Office Hours,"Tue, April 4, 2017",3 pm to 5 pm,CST,Kinney County Public Library,510 S. Ellen,Brackettville,TX,78832,
708,,Will Hurd,Republican,Texas,TX-23,Office Hours,"Wed, April 5, 2017",10:00 AM,CST,Vida y Salud Community Health Clinic,308 Cesar Chavez Ave,Crystal City,TX,78839,
709,,Will Hurd,Republican,Texas,TX-23,Office Hours,"Wed, April 5, 2017",1:30 PM,CST,The Benavides Center (Temporary public library location),1951 Taft Street,Eagle Pass,TX,78852,
710,,Will Hurd,Republican,Texas,TX-23,Office Hours,"Thu, April 6, 2017",9:00 AM,CST,Dimmit County Public Library,200 North 9th St,Carrizo Springs,TX,78834,
711,,Will Hurd,Republican,Texas,TX-23,Office Hours,"Thu, April 6, 2017",11:00 AM,CST,Presidio Public Library,2440 O'Reilly St,Presidio,TX,79854,
712,,Will Hurd,Republican,Texas,TX-23,Office Hours,"Thu, April 6, 2017",12:00 PM,CST,El Vaquero Cafe,155 North IH 35,Cotulla,TX,78104,
713,,Kay Granger,Republican,Texas,TX-12,Tele-town Hall, , , ,Phone, , , , ,"http://kaygranger.house.gov/contact-kay/telephone-town-hall-sign
This is a link to a sign-up sheet. She does not provide times and dates, just says she will give you a call during the next event. "
714,,John Cornyn,Republican,Texas,Senate,Coffee,Every Thursday,9:30 AM,EST,Senator Cornyn's D.C. Office,517 Hart Senate Office Building,Washington,DC, ,
715,,Ted Cruz,Republican,Texas,Senate,Coffee,Every Tuesday,9:30 AM,EST,TBD, ,Washington,DC, ,"Sen. Cruz hosts coffee every Tuesday morning while Senate is in session for Texans visiting D.C. To RSVP email scheduler@cruz.senate.gov with Texas Tuesday RSVP in subject line. Include full name, phone number, email address, date you will be in D.C. and number of people in group."
716,,Randy Weber,Republican,Texas,TX-14,Tele-town Hall,,,,Phone,,,,,https://docs.google.com/forms/d/e/1FAIpQLSdUEg_dMc3PBwogi0RZSAORVhvb98keOevkcqIrR4eplcRuGA/viewform
717,,Scott Taylor,Republican,Virginia,VA-2,Town Hall,"Mon, February 20, 2017",7:00 PM,EST,Kempsville High School, 5194 Chief Trail,Virginia Beach,VA, ,More information to follow.
718,,Scott Taylor,Republican,Virginia,VA-2,Town Hall,"Tue, February 21, 2017",6:30 PM,EST,York High School,9300 George Washington Memorial Highway,Yorktown,VA,23692,More information to follow.
719,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Tue, February 21, 2017",11:30 AM,EST,"Public Library, First Floor Conference Room",600 South Wayne Ave,Waynesboro,VA,22980,Held every 3rd Tuesday. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
720,,Dave Brat,Republican,Virginia,VA-07,Town Hall,"Tue, February 21, 2017",7:00 PM,EST,Blackstone Herb Cottage,104 N Main St,Blackstone,VA,23824,
721,,Scott Taylor,Republican,Virginia,VA-2,Town Hall,"Wed, February 22, 2017",6:30 PM,EST,Eastern Shore Community College,29300 Lankford Highway,Melfa,VA,23410,More information to follow.
722,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Wed, February 22, 2017",10:00 AM,EST,Samuels Public Library,330 E. Criser Rd.,Front Royal,VA,22630,Held every Weds. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
723,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Tue, February 28, 2017",8:30 AM,EST,"Town Hall, Town Conference Room",311 South Pollard St.,Vinton,VA,24179,Held 4th Tuesday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
724,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Wed, March 1, 2017",10:00 AM,EST,Samuels Public Library,330 E. Criser Rd.,Front Royal,VA,22630,Held every Weds. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
725,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Thu, March 2, 2017",11:30 AM,EST,Elkton Area Community Center,20593 Blue and Gold Dr.,Elkton,VA,22827,Held 1st Thursday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
726,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Mon, March 6, 2017",9:00 AM,EST,Luray Town Hall,45 E. Main St.,Luray,VA,22835,1st&3rd Monday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
727,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Tue, March 7, 2017",9:00 AM,EST,"Amherst Co. Administration Building, Board of Supervisor's Room",153 Washington St.,Amherst,VA,24521,Held 1st Tuesday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
728,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Tue, March 7, 2017",11:30 AM,EST,Municipal Building,201 Green St.,Bridgewater,VA,22812,Held 1st Tuesday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
729,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Tue, March 7, 2017",11:00 AM,EST,Goodwill,174 River James Shopping Center,Madison Heights,VA,22727,Held 1st Tuesday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
730,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Wed, March 8, 2017",10:00 AM,EST,Samuels Public Library,330 E. Criser Rd.,Front Royal,VA,22630,Held every Weds. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
731,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Thu, March 9, 2017",9:00 AM,EST,"Town Hall, Council Chambers",116 Broadway Ave,Broadway,VA,22815,Held 2nd Thursday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
732,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Thu, March 9, 2017",2:30 PM,EST,Highland County Library,10 Water St.,Monterey,VA,24465,Held 2nd Thursday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
733,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Thu, March 9, 2017",11:30 AM,EST,Town Council Chambers,5901 Main St.,Mount Jackson,VA,22842,Held 2nd Thursday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
734,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Thu, March 9, 2017",11:30 AM,EST,"Bath Co. Courthouse, Second Floor",65 Courthouse Hill Rd.,Warm Springs,VA,24484,Held 2nd Thursday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
735,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Tue, March 14, 2017",10:30 AM,EST,Town Hall,19753 Main St.,Buchanan,VA,24066,Held 2nd Tuesday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
736,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Tue, March 14, 2017",9:00 AM,EST,"Botetourt Co. Courthouse, Second Floor Conference Room",1 Main St.,Fincastle,VA,24090,Held 2nd Tuesday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
737,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Wed, March 15, 2017",10:00 AM,EST,Samuels Public Library,330 E. Criser Rd.,Front Royal,VA,22630,Held every Weds. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
738,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Thu, March 16, 2017",11:00 AM,EST,"City Hall, Circuit Courtroom",2039 Sycamore Ave,Buena Vista,VA,24416,Held 3rd Thursday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
739,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Thu, March 16, 2017",9:00 AM,EST,"Rockbridge Co. Administration Building, Second Floor",150 South Main St.,Lexington,VA,24450,Held 3rd Thursday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
740,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Thu, March 16, 2017",9:30 AM,EST,"Town Hall, Town Council Chambers",135 North Main St.,Woodstock,VA,22664,Held every 3rd Thursday. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
741,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Mon, March 20, 2017",9:00 AM,EST,Luray Town Hall,45 E. Main St.,Luray,VA,22835,1st&3rd Monday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
742,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Tue, March 21, 2017",10:00 AM,EST,Forest Public Library,15583 Forest Rd.,Forest,VA,24551,Held 3rd Tuesday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
743,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Tue, March 21, 2017",9:30 AM,EST,Town Hall,601 Dogwood Ave,Grottoes,VA,24441,Held 3rd Tuesday of every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
744,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Tue, March 21, 2017",11:30 AM,EST,"Public Library, First Floor Conference Room",600 South Wayne Ave,Waynesboro,VA,22980,Held every 3rd Tuesday. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
745,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Wed, March 22, 2017",10:00 AM,EST,Samuels Public Library,330 E. Criser Rd.,Front Royal,VA,22630,Held every Weds. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
746,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Tue, March 28, 2017",8:30 AM,EST,"Town Hall, Town Conference Room",311 South Pollard St.,Vinton,VA,24179,Held 4th Tuesday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
747,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Wed, March 29, 2017",10:00 AM,EST,Samuels Public Library,330 E. Criser Rd.,Front Royal,VA,22630,Held every Weds. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
748,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Sat, April 1, 2017",11:30 AM,EST,Municipal Building,201 Green St.,Bridgewater,VA,22812,Held 1st Tuesday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
749,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Mon, April 3, 2017",9:00 AM,EST,"Amherst Co. Administration Building, Board of Supervisor's Room",153 Washington St.,Amherst,VA,24521,Held 1st Tuesday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
750,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Mon, April 3, 2017",9:00 AM,EST,Luray Town Hall,45 E. Main St.,Luray,VA,22835,1st&3rd Monday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
751,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Wed, April 5, 2017",10:00 AM,EST,Samuels Public Library,330 E. Criser Rd.,Front Royal,VA,22630,Held every Weds. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
752,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Thu, April 6, 2017",11:30 AM,EST,Elkton Area Community Center,20593 Blue and Gold Dr.,Elkton,VA,22827,Held 1st Thursday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
753,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Mon, April 10, 2017",9:00 AM,EST,"Botetourt Co. Courthouse, Second Floor Conference Room",1 Main St.,Fincastle,VA,24090,Held 2nd Tuesday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
754,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Mon, April 10, 2017",11:00 AM,EST,Goodwill,174 River James Shopping Center,Madison Heights,VA,22727,Held 1st Tuesday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
755,,Bob Goodlatte,Republican,Virginia,VA-6,Office Hours,"Tue, April 11, 2017",10:30 AM,EST,Town Hall,19753 Main St.,Buchanan,VA,24066,Held 2nd Tuesday every month. Rep. Goodlatte not in attendance; staff attends. More info here: http://goodlatte.house.gov/constituent-services/open-door-meetings.htm
